STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,WS,Samoa,M,Male,Y55T64,55-64,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,24.8,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,WS,Samoa,M,Male,Y65T999,65+,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,1.6,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,FM,Micronesia (Federated States of),F,Female,Y65T999,65+,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,7.8,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_NRM,"Number of reported maritime search and rescue incidents per
            year",TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,7,,N,units,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"Data on small boats (artisan fishers, include banana boats, canoes, kayaks, small boats or dinghies withoutboard motors, etc) and ships (include large commercial vessels, e.g., cargo ships, passenger ships, and large fishing vessels).",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_NRM,"Number of reported maritime search and rescue incidents per
            year",TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,11,,N,units,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"Data on small boats (artisan fishers, include banana boats, canoes, kayaks, small boats or dinghies withoutboard motors, etc) and ships (include large commercial vessels, e.g., cargo ships, passenger ships, and large fishing vessels).",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_NRF,"Number of road fatalities per 10,000 registered vehicles",FM,Micronesia (Federated States of),_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,2,,PER_10000_VEH,"per 10,000 vehicles",R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_NRF,"Number of road fatalities per 10,000 registered vehicles",FM,Micronesia (Federated States of),_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,4,,PER_10000_VEH,"per 10,000 vehicles",R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_PAU,Proportion of airports with unpaved runways,TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,83,,PERCENT,percent,R,Regional,C,Country Data,2016 Pacific Infrastructure Performance Indicators 'PIPIs' report,,A,Normal value,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_PAU,Proportion of airports with unpaved runways,TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,67,,PERCENT,percent,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"Data are taken from 2013, 2017, 2019, and 2020",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_PRU,Proportion of roads unpaved,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,96,,PERCENT,percent,R,Regional,C,Country Data,2016 Pacific Infrastructure Performance Indicators 'PIPIs' report,,A,Normal value,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_PRU,Proportion of roads unpaved,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,96,,PERCENT,percent,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"Given that the Marshall Islands has a land mass less than 200 square kilometers and the length of the main island is only 40 km, a total road network of more than 2,000 km suggests high density—though much of this could be dirt tracks. In addition to the sources listed, which provide these data, there are also some data on the RMI from 2001 on urban and nonurban disaggregation: 1,422 km of urban road and 832 km of nonurban road (CIA World FactBook, accessed 4 Nov 2020).",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_NET_BBND,Fixed Internet broadband subscriptions per 100 inhabitants,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,IS_GE10M,Internet speed: 10 Mbit/s or above,_T,No breakdown by disability,2015,,0,,PER_100_POP,per 100 population,G,Global,E,Estimated,Data based on the ITU DataHub,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_NET_BBND,Fixed Internet broadband subscriptions per 100 inhabitants,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,IS_GE10M,Internet speed: 10 Mbit/s or above,_T,No breakdown by disability,2016,,0,,PER_100_POP,per 100 population,G,Global,E,Estimated,Data based on the ITU DataHub,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_NET_BBND,Fixed Internet broadband subscriptions per 100 inhabitants,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,IS_GE10M,Internet speed: 10 Mbit/s or above,_T,No breakdown by disability,2015,,0,,PER_100_POP,per 100 population,G,Global,E,Estimated,Data based on the ITU DataHub,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_NET_BBND,Fixed Internet broadband subscriptions per 100 inhabitants,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,IS_GE10M,Internet speed: 10 Mbit/s or above,_T,No breakdown by disability,2016,,0,,PER_100_POP,per 100 population,G,Global,E,Estimated,Data based on the ITU DataHub,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_NET_BBND,Fixed Internet broadband subscriptions per 100 inhabitants,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,IS_GE10M,Internet speed: 10 Mbit/s or above,_T,No breakdown by disability,2017,,0,,PER_100_POP,per 100 population,G,Global,E,Estimated,Data based on the ITU DataHub,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_NET_BBND,Fixed Internet broadband subscriptions per 100 inhabitants,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,IS_GE10M,Internet speed: 10 Mbit/s or above,_T,No breakdown by disability,2018,,0,,PER_100_POP,per 100 population,G,Global,E,Estimated,Data based on the ITU DataHub,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_NET_BBND,Fixed Internet broadband subscriptions per 100 inhabitants,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,IS_GE10M,Internet speed: 10 Mbit/s or above,_T,No breakdown by disability,2020,,0,,PER_100_POP,per 100 population,G,Global,E,Estimated,Data based on the ITU DataHub,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_NET_BBND,Fixed Internet broadband subscriptions per 100 inhabitants,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,IS_GE10M,Internet speed: 10 Mbit/s or above,_T,No breakdown by disability,2021,,0,,PER_100_POP,per 100 population,G,Global,E,Estimated,Data based on the ITU DataHub,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_NET_BBND,Fixed Internet broadband subscriptions per 100 inhabitants,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,IS_GE10M,Internet speed: 10 Mbit/s or above,_T,No breakdown by disability,2022,,0,,PER_100_POP,per 100 population,G,Global,E,Estimated,Data based on the ITU DataHub,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_NET_BBND,Fixed Internet broadband subscriptions per 100 inhabitants,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,IS_GE10M,Internet speed: 10 Mbit/s or above,_T,No breakdown by disability,2023,,0,,PER_100_POP,per 100 population,G,Global,E,Estimated,Data based on the ITU DataHub,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TV,Tuvalu,M,Male,Y25T54,25-54,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,40.9,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2015-2016,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TV,Tuvalu,_T,Total,Y65T999,65+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,0.7,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2015-2016,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,FM,Micronesia (Federated States of),M,Male,Y65T999,65+,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,1.9,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,KI,Kiribati,_T,Total,Y10T14,10-14,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,13.7,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,PW,Palau,F,Female,Y10T999,10+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,44.3,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,PW,Palau,M,Male,Y10T999,10+,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,38.5,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,SB,Solomon Islands,_T,Total,Y10T14,10-14,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,3.1,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2012-2013,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TV,Tuvalu,M,Male,Y65T999,65+,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,0,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2015-2016,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,KI,Kiribati,M,Male,Y10T14,10-14,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,7.9,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_MOB_OWN,Proportion of individuals who own a mobile telephone,TV,Tuvalu,M,Male,Y15T49,15-49,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,85,,N,units,N,National,C,Country Data,"Tuvalu Central Statistics Department. 2021. Tuvalu Multiple Indicator Cluster Survey 2019–2020, Snapshot of Key Findings. Funafuti, Tuvalu: Tuvalu Central Statistics Department.",,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,SB,Solomon Islands,M,Male,Y10T14,10-14,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,1.3,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2012-2013,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,FM,Micronesia (Federated States of),F,Female,Y25T54,25-54,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,9.9,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,FM,Micronesia (Federated States of),_T,Total,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,19,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
